cost_key,technology,year,base_year,capex,capex_unit,nominal_basis,discount_rate,lifetime_years,fom_fraction,capital_cost,capital_cost_unit,marginal_cost,marginal_cost_unit,efficiency,max_hours,efficiency_store,efficiency_dispatch,standing_loss,co2_emissions,annual_change,capex_annual_change,capital_cost_annual_change,marginal_cost_annual_change,co2_emissions_annual_change,fixed_operating_cost_nzd_per_kw_year,fuel_delivery_cost_nzd_per_gj,heat_rate_gj_per_gwh,connection_cost_nzd_m,total_capital_costs_nzd_m,source,source_url,fx_rate_usd_per_eur,fx_source_url,notes
wind_auckland_generic_wind_no_26,wind,2050,2050,,,MW_e generator capacity,,,,270487.540450,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,51.711590,0.000000,3600,56.364455,271.479978,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 26; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2714799.781181.
wind_auckland_generic_wind_no_79,wind,2025,2025,,,MW_e generator capacity,,,,265947.912227,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.544179,0.000000,3600,59.886497,402.804425,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 79; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2685362.834985.
wind_auckland_generic_wind_no_79,wind,2030,2030,,,MW_e generator capacity,,,,265947.912227,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.544179,0.000000,3600,59.886497,402.804425,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 79; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2685362.834985.
wind_auckland_generic_wind_no_79,wind,2040,2040,,,MW_e generator capacity,,,,265947.912227,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.544179,0.000000,3600,59.886497,402.804425,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 79; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2685362.834985.
wind_auckland_generic_wind_no_79,wind,2050,2050,,,MW_e generator capacity,,,,265947.912227,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.544179,0.000000,3600,59.886497,402.804425,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Generic Wind No. 79; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=2685362.834985.
wind_auckland_waiuku_wind_farm,wind,2025,2025,,,MW_e generator capacity,,,,389265.424359,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,4.234656,358.401816,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiuku Wind Farm; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4216491.948446.
wind_auckland_waiuku_wind_farm,wind,2030,2030,,,MW_e generator capacity,,,,389265.424359,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,4.234656,358.401816,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiuku Wind Farm; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4216491.948446.
wind_auckland_waiuku_wind_farm,wind,2040,2040,,,MW_e generator capacity,,,,389265.424359,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,4.234656,358.401816,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiuku Wind Farm; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4216491.948446.
wind_auckland_waiuku_wind_farm,wind,2050,2050,,,MW_e generator capacity,,,,389265.424359,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,49.473503,0.000000,3600,4.234656,358.401816,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Waiuku Wind Farm; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=4216491.948446.
geothermal_bay_of_plenty_kawerau,geothermal,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau,geothermal,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau,geothermal,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau,geothermal,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau; status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau_topp1,geothermal,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP1); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau_topp1,geothermal,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP1); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau_topp1,geothermal,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP1); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau_topp1,geothermal,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP1); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_kawerau_topp2,geothermal,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,339.048982,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP2); status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6919366.986433.
geothermal_bay_of_plenty_kawerau_topp2,geothermal,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,339.048982,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP2); status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6919366.986433.
geothermal_bay_of_plenty_kawerau_topp2,geothermal,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,339.048982,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP2); status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6919366.986433.
geothermal_bay_of_plenty_kawerau_topp2,geothermal,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,339.048982,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Kawerau (TOPP2); status=Under construction; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=6919366.986433.
geothermal_bay_of_plenty_te_ahi_o_maui_ka22,geothermal,2025,2025,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Te Ahi O Maui (KA22); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_te_ahi_o_maui_ka22,geothermal,2030,2030,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Te Ahi O Maui (KA22); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_te_ahi_o_maui_ka22,geothermal,2040,2040,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Te Ahi O Maui (KA22); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_te_ahi_o_maui_ka22,geothermal,2050,2050,,,MW_e generator capacity,,,,0.000000,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,,,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Te Ahi O Maui (KA22); status=Current; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000.
geothermal_bay_of_plenty_taheke_geothermal_project,geothermal,2025,2025,,,MW_e generator capacity,,,,841653.495097,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,268.340151,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke Geothermal Project; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7666861.468339.
geothermal_bay_of_plenty_taheke_geothermal_project,geothermal,2030,2030,,,MW_e generator capacity,,,,841653.495097,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,268.340151,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke Geothermal Project; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7666861.468339.
geothermal_bay_of_plenty_taheke_geothermal_project,geothermal,2040,2040,,,MW_e generator capacity,,,,841653.495097,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,268.340151,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke Geothermal Project; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7666861.468339.
geothermal_bay_of_plenty_taheke_geothermal_project,geothermal,2050,2050,,,MW_e generator capacity,,,,841653.495097,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,268.340151,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke Geothermal Project; status=Applied for consent; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7666861.468339.
geothermal_bay_of_plenty_taheke_stage_2,geothermal,2025,2025,,,MW_e generator capacity,,,,857926.522279,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,196.719853,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke: Stage 2; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7868794.132831.
geothermal_bay_of_plenty_taheke_stage_2,geothermal,2030,2030,,,MW_e generator capacity,,,,857926.522279,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,196.719853,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke: Stage 2; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7868794.132831.
geothermal_bay_of_plenty_taheke_stage_2,geothermal,2040,2040,,,MW_e generator capacity,,,,857926.522279,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,196.719853,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke: Stage 2; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7868794.132831.
geothermal_bay_of_plenty_taheke_stage_2,geothermal,2050,2050,,,MW_e generator capacity,,,,857926.522279,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,196.719853,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke: Stage 2; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7868794.132831.
geothermal_bay_of_plenty_taheke_stage_3,geothermal,2025,2025,,,MW_e generator capacity,,,,857926.522279,NZD/MW-year,0.000000,NZD/MWh_e,1.000000,,,,,0.000000,,,,,,223.808703,0.000000,12000,17.669108,196.719853,MBIE EDGS 2024 assumptions workbook + explicit study assumptions in build_capacity_EDGS.py,,,,EDGS plant=Tāheke: Stage 3; status=Generic; capital_cost is the legacy annualised NZ generator value (investment + fixed O&M for flexible candidates; zero for sunk existing/fixed capacity); variable_O&M_NZD_per_MWh=0.000000; overnight_CAPEX_NZD_per_MW=7868794.132831.
